text,label
model no ct861b 107052001 end table with black top made of ss  glassgwt360kgs,41
bdfmli301dka mline wall mounted tall unit with nb handle1620 dka,41
bed gc402 single bed makemelamine coated mdf size w100cmx h100 cm,41
twin full bunk whitefnbdbb1wh10033,41
misc wood pieces  colour mahoganyco no 0024088smr2016 dt 01042016,41
sofa with pu material 19m066m,41
manually laundry rack furniture ub approx nt wt 175 kgspcs made of polish ironmdf wo decoratives wo ornaments,41
coffee table size600x550 made upplywoodveneer,41
furniture fans made of metal nt wt 70 kgs,41
teapoy804512804542 commpressd wood a15,41
fab613counter side panel h290xd59wooden furniture,41
discussion table 1200x1000x750 in ckd total nw30187312kgs ub furniture wo decorationornaments,41
25mm e0 grade melamine table top tym laminate cover with black plastics cover 1150500 prelaminate,41
furniture  90190cm car bed,41
18 meter bed h  item913 furniture  net wt in kgs  149,41
thea rug 5x8178553,41
kbmc003 michelle bed 198cm x 152cmisfta conocoisfta164209 dt13052016,41
furniture 11ca nl5121pvc 2s sofa rexine,41
furniture  mondo night stand,41
bed with mattress mdfpuspongeiron  bv05c  wt  255kgs,41
tv stand 10m item no 810 made up of glassiron,41
leisure chair  horse shape fiberglass  2000 kgs,41
sp090 condesa sofa cum bedcolourbeige1634 kgs,41
kjie130di imperia right night stand withe hglightwooden furniture,41
kbca007 carvin bed 198cmx152cm  storageisfta cert nocoisfta165581 dt24062016,41
leisure chair item nohy3301l size 1940x670x950mm fabricaluminium 6000 kgs,41
furniture bed made of mdf nt wt 400 kgs,41
bedroom  living room furniture shape sagoma tavolino tipoe 2 gambe h675 l800,41
center table model no 180 glassiron,41
centre table set modelwindsorv2030 code norj3300xrfin ms  marble topctst400 kgs,41
rubik combination sofa with back sreen qty2pcs sizesofa 1rubsf432sr furniture  fixture,41
cot j1 bb435m asean reference no 0048803smr2016,41
revolving sofa  1 seater item no513  nwt  43 kgsgwt  45 kgs   made up of wood ,41
walnut colur glass crystal white  master bedroom 2 furniture,41
ordinery furniture wardrobe 203 made of particle boardnet wt 82 kg per pcwo dec fittings ornm,41
center table 80 x 80 item no 801802 made up of glassplastic,41
sofa 113color same as photo f666pumdfspongewood,41
wardrobe furniture sipario drawer unit without top 3 wooden drawers burnt oak c18 2metfr c18 drwfr c18 drw burnt,41
wooden bed with pu material 182m,41
furniture sofa set made of pu nt wt 130 kgs,41
ordinery furniture 2 seater sofa nw  aprx 40kgs momdfpuleather wo ornamentsub,41
square shape 5050mm thickness powder coated grey colors c07 side legs 550w725h steel,41
nightstanddark walnut model25002,41
king bed akron crystal 180 x 195 bed made of mdf 1915 x 2010 x 1035 mm bjk,41
a6500 wooden changing unit mothercare brand,41
wooden furniture interior drawers 90 extras select front dressline carbon carcase dressline carbon 880x260x500mm,41
coffee table glassmdfsteel nwt 635kgspcswo decorative  ornamental furniture,41
computer table mdfitem no802803,41
18m headboardbed headboard own use,41
minibar made of mdf ub nt wt 47kgspcs no ornament no decoration,41
furniturefan for personal use and not for sale,41
baby bed furniture ub approx nt wt 6 kgspcs made of mdfpolish iron wo decoratives wo ornaments,41
a10b43  dining set 14,41
furniture figaro tavcentrale 59x120 h31 vetro tras t115vx3 grwt88000kgs natuzzi,41
wardrobe furniture sipario sliding door partition with grooves for track intburoakmade of mdf board  hardware ,41
wardrobe supectdr010,41
side table model no c203,41
ordinary furniturewardrobe 2 door anwt6790 kgspcs wt5 made of mdf model1545,41
sofa 89f103 spongewooden,41
multi seater 50 cm furniture ub approx nt wt 48 kgspcs made of mdfpolish iron wo decoratives wo ornaments,41
modular furniture breakfast counter top d60 cm veneered iride wenge th6 cm finito 3 latias per inv,41
chest of drawers 2 door drws w,41
mjdi17 dinning table with chair  16,41
furnitureamelia queen bed with hydr strg830010061001,41
table set item weight 150 kgs,41
coffee table  661,41
nwbr001 brilliant wardrobe with 01 door 256cmx66cmx220cmnw4154kgspcswo ornaments  decorations,41
mirror for saloon,41
wmm sh 120ex161extruded shelf 120 245820101 furniture,41
hang store 1 flap doorwood d 304 h 360w 1080 atlante,41
modular furniture  rugiano7012r40renverse cushion 60x40leather nabuk liscia np06 d nu179cas per inv,41
bedroom furniture  pullout trouser rack tie and belt holder laminated veneer wood,41
modular furniture  tribuback cushion art c06202bw in fabric catd natte silvergrey69,41
parts of furniture composed closet wardrobebeds and fittings pull out sliding door internal side panel 591h 18825,41
sparemetals88s,41
dinning chair fc026,41
trundle storage 275fwhiteacsgdr15wh10001,41
office furniture mfc metal leg boardroom table kf bdt1004 wt2000 kgs,41
158 dressing mirrorglassmdf,41
kwfe004 feori wardrobe 190cmx59cmx195cm with 4 doorsnw2032kgspcswo ornaments  decorations,41
dinning table made of mdf and glass 270 kgs,41
bedoutside size215022001300mm,41
wardrobe  mdf 603 wr53,41
modular furniturede castellisnack for kitchen island 1800x500 h985mmworktop 80mm thick 3 legs with adjustable feet,41
corner sofa 3s furniture ub approx net wt 158 kgspcs made of mdfpolish iron pu wo decoretive wo ornaments,41
centre table model 205,41
normal cot1820mwood 6604,41
wooden frame sofa with fabric upholstery  ch060bh2  net wt 15 kgs,41
furniture  oyster super storage queen bed  830013941001,41
2door wardrobe mdf a072 size 916x603x2200,41
furniture  wardrobe 915 mo mdf nw200kgspcswo ornaments  decorations,41
centre table  rectangular gueridon milano 2011 ,41
marceline crib,41
sofa cum bed 223 furniture unbranded,41
sofa rexin 1310 1123,41
ordinery furniture center table nw aprx 34kgspcs mo ironglassmdf wo ornamentsub,41
kmwr011b modular wardrobe with 2 door v90cm x 55cm x 209cm,41
furniture for bedroom  dressin room corner 2 doors modfl carcass olmo naturaledoor gloss dove greyhandle as per inv,41
wardrobe furnituretall unit for oven 2 doorscaocff53bhmgl7,41
2dr wardrobe akron crystal 2dr wdrb made of mdf glass 1003 x 624 x 2120 mm bj2 new 2,41
furniture  enith 8 wu sonoma oak light  830009554001,41
dc75  ironpu chair,41
office furniture manager table mfc wt 45000 kgs,41
bedside table with 2 draws makeoak woodframe in chrome size h416 w70 d44 cm,41
bed size1750x850 made upwood own use,41
furniture and accessories 72122 shrimp poltrona girevole 80x87x87h cm in tessuto cor col12092,41
furniturev650 3 seat sofa 235 kgs wood pu fabric,41
wardrobe furnitureties hanger w460 aszpcrfpmpm,41
nb1 bedside unit nuba nuba side table,41
chest of drawermdfcod801,41
supply of modular furniture office uses job 241852419024326 lounge chair total nos 21 ,41
zoc latdx h100 p60 n nig 1,41
rocking chair plasticmetal 5kgs,41
dc8098  bar chair rose gold stainless steel frame withoutarmrest furniture net wt  156 kgs,41
stool fiber lacpuer rhino stool 1600130701 163 kgs,41
kbfe04 feori bed 200cm x 185cm,41
side table size 400h640400h500 model no b1110 mdf,41
lounge item no yh2 total net weight 12000 kgs,41
furniture dressing table wood total 126 kgs,41
supply of modular furniture office uses  job 241852419024326 table dia 750 x 55  total nos 3,41
lori bedsbs 2hfparticle board skdsize h780 l2115 d985 grwt2926kgspaper laminated,41
item code x2187 dresser  123pine 871mdf brand mothercare,41
dining tablechair f4511h111b 16pcsset furnitureunbranded,41
furniture meeting table made of mdf nt wt 35 kgs,41
wardrobe furniture anteprima wooden back panel burnt oak dimm 693x10x2567 made of mdf board  hardware order no,41
size mm 1450860850 2 seat sofa bed,41
pab614 l swinging unit w110 h255wooden furniture,41
furniture baby desk made of mdf ms1400 kgs,41
first class large wardrobe modelno2036100200nw268kgsparticle board,41
kcmc001 michelle bed side cupboard with 2 drawers 44cm x 40cm x 53cm,41
kwy05 yelena wardrobe 90cmx57cmx195cm with 2 doors1 insidedrawermirrornw1435kgspcswo ornaments  decorations,41
furniture bed puwoodss total 40 kgs,41
mod l100 h227 ante tecno,41
06762 household decorative item wood frame mirror 36 x 50 made of metalmagnetic 200 pcs uprice per pcs 3650us,41
center table 1519a dia 800400,41
modular furniturecoffee table modurban cm 50x50x37h z42 brown vintagegeometric decoration colour as per inv,41
sofa set 31 seater wood fabric 110kgs,41
wall unit2m 628mdfglass,41
dinning set14compressed woodmdf019053,41
wardrobe model no supczarst04,41
dinning set 14 furniture ub approx nt wt 40 kgsset made of mdfpolish ironglass wo decoratives wo ornaments,41
office table colour43a45a42a mdf1407076,41
719 e complete kitchen kitchen cabinetrywooden furniture,41
kwy05 yelena wardrobe 90cm x 57cm x 195cm with 2 doors1 inside drawer  mirror  coisfta16929 dt29116,41
hagia daybed black  dbhgbl90750d furniture,41
round table base ss201 7208mm e20185kgs,41
cunik 60 orizvert sk sk,41
wooden dining table with artificial stone top and six chairs 13569060cm 1609060cm 423171cm,41
wooden furniturehanging rail w 90870x30x15mm,41
working tabledimensionmm1300x700x750codebf12,41
teak wood coffee table natural white wash made of wood furniture  actual user  net wt 24 kgs ,41
outdoor furniture settablechair 12 materialpvcsteel,41
havana wardrobe 3 doors teak wood furniture asean india free trade cono0014938ksr2016 dt23092016,41
furniture  00110120130 head boad,41
bed shelf mdf 45 kgs,41
203 night stand mdf926 kgs without decoration  ornaments,41
chair made of mdf and ms 3705 kgs,41
wardrobe 3 door furniture ub approx nt wt 945 kgspcs made of mdf wo decorative wo ornaments,41
dinning chairmdfc2261,41
computer table item weight 120 kgs,41
bar chairred use for wedding decorations  events own use,41
4door wardrobe modelashley 1038 code nohuarongrj8850xrf in mdf 2200 kgs,41
wardrobe furniture sipario wardrobe with built in light w578 wsens dimm 578x32x1 made of mdf board  hardware o,41
wardrobe4doorswith soft closing slide1750x610x2200mm withsoft closing hingewith lockadding 2 drawers inside wardrobe,41
sofa leg 6wood,41
modular furnitureslat for storage 160x200,41
bedroom furniture  inner chest w3 drawers for wardrobe w90cm laminated veneer wood,41
montoya bed made of rubberwood mdf w 1510x l 1960 mm 1000004572270 cappuccino,41
mdf bottom with ceramic top dinning table set 16 ctn no a42a59 furniture,41
dining table rack,41
item code x2177 cotbed  100 504pine 159mdf 337lvl mothercare brand,41
dressing stool  solid wood framefoam and fabric ,41
dining chairs md of metal pu  fabric  nw 407 kgs,41
umbrella aluminiumfiber,41
p78 round table with 6 chairs mdf 1500x760mm,41
dining set 14blackred a705glasshardwarepuspongehardware,41
furniture study desk  wood  1600600760 mm  total net wt 59200 kgs,41
office table 1899  14,41
power reclinerd9737c51 u185,41
security door bg07,41
wardrobe furniture movable shelf ubik w 619x 545hardware fin lead aubrs304merc03,41
wooden tea table with two chairs rattan,41
umbrellared unpopular brand,41
desso futon sofa cum bedcolourgreyfnsfbd51bk20008nw 28840 kgs,41
decorative office furniture  tv unit mdf wood frame 2000 x450 x 450 dfh256,41
two seat chair made of wood and fabric,41
bed  mdf bd201640016 bs012b,41
wood bed with side table135 kgself consumption,41
bdfmezv070gmr mezzanine wall mounted vanity basin unit 700 gmr,41
wardrobe furniture sipario flush sliding module base int bur oak made of mdf board  hardware order no 503508,41
cerniera110,41
pens 60 anta oriz,41
writing board 84 inch,41
bed side table size 500x500x550h made upplywoodpu sapelle,41
bedroom furniture  base board d457 l907 thk03 cm for open wardrobe laminate,41
telephone rackmdfhardwareun branded,41
bed item no 2210522000x2180x1500 mmmdffabric75 kgs,41
furniturecarol high gloss king bed with hyd stor830014230001,41
4d wardrobe 1201 furniture unbranded,41
sofa cum bed 15 m model tutoria 9613 code noihomerj1500xrin ms  fabric105 kgs,41
paper panting,41
ub furniture  computer table08mtr nwt19kgpc made of mdf,41
service cartbrand walthr,41
baby bed promotional item not for sale,41
bathroom door door frame 965 x 210 x 2260mm door leaf 865 x 40 x 2200mm,41
wardrobe furnituredrawer for dresser with track handle w859x149 bottom covering in tecnoleat no aszck306merc,41
furniture sofa 3seaterwoodfoam model no4250a size250x85x88cm weight 40000 kgs,41
parts of furniture composed closet wardrobebeds and fittings clothes rod for column 1067fittings,41
furnitureklf1331king bed wt per pc 62 kgsmdf wood,41
teapoy10050 commpressd wood 349,41
18m hydraulic cot 8628mdf,41
ml729c leisure chair610650720 solid wood framefoampuhardware,41
mag fiabase 75 5x56 gr,41
shoes rack pvc furniture ub approx nt wt 248 kgsdoz made of mdfpolish ironpvc wo decorative wo ornaments,41
vison tsssauce 03 furniture,41
kwo002 ornate wardrobe 120cmx55cmx198cm 2 doorsnw1306kgspcswo ornaments  decorations,41
dressing table 2108 furniture unbranded,41
kbry03 riya knock down bed 198cmx152cmisfta cert nocoisfta16302 dt11012016,41
chair white pp with crome legs chair unbranded furniture,41
bed room set furniture ub approx nt wt 183 kgsset made of mdf wo decoratives wo ornaments,41
furniturearch dressermirror new walnut800010497001,41
p42 extention table with 6 chairs mdf 1850x760mm,41
mettress 120cmx200cm,41
furniture tea table made of glassms 780 kgs,41
shower room with steam a8059 grey color 950x950ts59wdtlas invand pl,41
furniture sofa set made of pu nt wt 260 kgs,41
dining chair fabric own use not for sale,41
painting made of mdf 23kgs,41
modular furniture joint corner for plinth h12 laqwhite mat,41
modular furniture  ciao nicola armchair leather 3m a seppialeather black aniline as per inv,41
variable chairdimensionmm475x970x610codec4main materialplywoodash solid wood legs,41
bed model tod size 1826x2205 h962,41
tea table mdf 4000kgs,41
furniture centre table  made of ssartificial marble nt wt950 kgs,41
modular furniture gna010gina chair with seat in polycarbonate orotopazio,41
tv cabinet for wall unit  mdf hj9210  size14602100x340x440,41
flower arranging net 1200600mm,41
centre table model flora cc09 code nolingshangrj1800xrin mdf  marble top175 kgs,41
queen beddwalnut modeljoanne,41
office chair meshplastic 1445kgs,41
1 hight back chair made of wooden frame with pu upholstery ub net wt 50kgs wo decorative wo ornaments for househo,41
bed mdf nwt 17334kgspcswo decorative  ornamental furniture,41
hall cabinet item weight 75 kgs,41
mock up room tv panel size3200x125x2262 hotel furniture,41
locker own use,41
dinning table made of ms 1120 kgs,41
men lbzro lin l1200,41
furniture bedbed side table made of mdf nt wt 650 kgs,41
pjie0250bi imperia qs bed with storage drawer with led light hg wooden bed net wt18590kgs,41
bedstand wood 4c073 size 580400425,41
chair  aaa071641,41
hall chair  mdf pu foam  18 kgs,41
royal oak colour  crystal mirror  20up wle  spk f3 hin w50 h235 mirror walking area for furniture,41
